Country,WHO Region,Population,Geographical Region,WHO Group,DALY,Adult DALYs,Children DALYs,Retention Rate,Retention Rate (ADULT),Retention Rate (CHILD),# Receiving Treatment,# Needing Treatment,% Treatment Coverage,# Receiving Treatment,# Needing Treatment,% Treatment Coverage,# Receiving Treatment,# Needing Treatment,% Treatment Coverage,Estimated adults (15+) living with HIV,Estimated children (0-14) living with HIV,# Adult Prevalent Cases Receiving Treatment,# Children Prevalent Cases Receiving Treatment,3TC,ABC,AZT,ddl,d4T,EFV,FTC,LPV/r,NVP,TDF,ATV/r,Overall Treatment Impact,,,,,,average of 2013 antiretroviral treatment. ,,,Treatment Regimen Proportion and Efficacy Section,,,,,impact =daly*treatment cover*x/(1-treatment cover*x)/number of drugs,,,,,,Originator Company,Drug(s),Final Impact,,,,,Afghanistan,9224.366,Afghanistan,1528.182,,Afghanistan,500,26,0.11,,,Country,All ages,Children (0-14),Adults (15+),Year,,http://apps.who.int/gho/data/node.main.626?lang=en,Estimated antiretroviral therapy coverage among people living with HIV (%),Reported number of people receiving antiretroviral therapy,Cleaned coverage,Cleaned number of people receiving antiretroviral therapy,Computed Impact Score (3TC),Computed Impact Score (ABC),Computed Impact Score (AZT),Computed Impact Score (ddl),Computed Impact Score (d4T),Computed Impact Score (EFV),Computed Impact Score (FTC),Computed Impact Score (LPV/r),Computed Impact Score (NVP),Computed Impact Score (TDF),Computed Impact Score (ATV/r),Computed Overall Treatment Impact
South Sudan,AFR,11882136,Sub-Saharan Africa,A,485667.69,390553.6,95114.09,76,76,76,19553,177754.5455,0.11,18825,163754.5455,0.114958641,728,14000,0.05,,,,,2371.793059,90.36534773,947.6979003,2.488456247,12.689093,1677.437735,596.5487217,242.1918011,1016.322424,1983.038248,34.53949793,8975.112284,,,,,,,,,,,,,,,,,,,,,,,,,,,Solomon Islands,1064.898,South Africa,2037533,,Turkey,,,,,,,,,,,,Turkmenistan,No data,No data,,,2024.7623098301556,90.36534772942666,242.73383647459033,2.4884562471958165,12.689093004070427,256.4222173579998,22.409402782861104,1410.390748209685,347.96892664335337,1727.5911959250907,34.53949793154899,6172.361032135977
Spain,EUR,46447697,,A,44345.0454,43690.42,654.6254,12,97.14,97.14,110000,148648.6486,0.74,109600,148548.6486,0.7378054327,400,100,0.95,61820.5836,82.93005117,45611.56244,78.78354862,6334.806294,64.86950277,2360.516372,1.197157128,6.183671331,4874.832017,1737.713286,520.5550115,2587.028538,5807.884828,91.13820963,24386.72489,,,,,,,,,,,,,,,,,,,,,,,,,,,Somalia,60049.43,South Asia,2140739,,Turkmenistan,,,,,,,,,,,,Tuvalu,No data,No data,,,5942.865871217494,64.86950276829937,599.6306398900183,1.1971571278536604,6.1836713307118725,583.0501586464616,59.14159100606355,4413.691079009152,915.1622111112937,5394.601600531284,91.13820962575159,18071.531692264383
Sri Lanka,SEA,20966000,"East, South and South-East Asia",A,2672.6361,2442.16,230.4761,82,81,97.14,804,4231.578947,0.19,768,4131.578947,0.1858853503,36,100,0.46,2700,1871.74106043275,501.8904459,861.0008878,20.849787,1.470348101,8.949992724,0.04166958095,0.2137225878,13.39343153,4.573784409,2.393573939,9.410570457,15.31112349,0.2619924744,76.86999629,,,,,,,,,,,,,,,,,,,,,,,,,,,South Africa,7063812,South East England,87.28355,,Tuvalu,,,,,,,,,,,,Uganda,57 [53-62],834 931,0.57,834931,17.495898807266528,1.4703481012481228,2.1067194588213813,0.04166958095076921,0.21372258775361377,2.4582913900342263,0.1699855469495463,12.102854760480552,2.878742726289317,14.099017694529708,0.2619924744033682,53.299243128727134
Sudan,EMR,38647803,,A,221104.87,199167.1,21937.77,97.14,97.14,97.14,4388,54850,0.08,3994,51350,0.07777994158,394,3500,0.11,36435.23722,1973.350487,2833.930622,217.0685536,102.1221689,5.314618139,41.92901008,0.1505051871,0.768104902,69.54352699,24.38848496,11.09416144,44.58302876,81.24256203,1.419952268,382.5561237,,,,,,,,,,,,,,,,,,,,,,,,,,,South Asia,11873092,South Korea,313.3728,,Uganda,96000,60029,0.63,,,,,,,,,Ukraine,28 [24-32],60 753,0.28,60753,86.25462174029988,5.314618139135633,10.501445209550855,0.15050518705382124,0.7681049019743187,11.558177187884143,0.9212623701991847,59.59656940685124,14.731200809003823,71.72222423105165,1.4199522675765177,262.93868145058104
Suriname,AMR,553208,Latin America and the Caribbean,B,6288.2795,6141.119,147.1605,97.14,97.14,97.14,2076,3774.545455,0.55,2002,3674.545455,0.5448292924,74,100,0.95,3600,42.27984987,1961.385453,40.16585737,21.25613721,0.3828762595,8.155657133,0.00874647218,0.04517812074,15.89574247,5.674230539,1.863203802,8.871756072,18.91441196,0.3072212821,81.37516132,,,,,,,,,,,,,,,,,,,,,,,,,,,South East England,1431.493,South Sudan,95114.09,,Ukraine,3200,2415,0.75,,,,,,,,,United Arab Emirates,High-income country,No data,,,19.20661500324298,0.3828762595140943,2.0556333371392146,0.008746472179645075,0.04517812073600382,2.051888185325375,0.19935153332215036,13.975952968151029,3.0784599746684402,17.14073171259847,0.30722128209039873,58.452654848967796
Swaziland,AFR,1319011,Sub-Saharan Africa,A,352656.93,280416.9,72240.03,96,97.14,97.14,147274,219811.9403,0.67,139211,209811.9403,0.6635037062,8063,10000,0.78,180000,23000,119430.6671,17940,2188.450988,175.7449135,964.7063055,4.927317728,25.38854911,1361.400613,450.1677767,248.4482106,1009.12217,1521.642289,23.90434991,7973.903483,,,,,,,,,,,,,,,,,,,,,,,,,,,South Korea,5913.098,South West England,41.73316,,United Arab Emirates,,,,,,,,,,,,United Kingdom of Great Britain and Northern Ireland,High-income country,No data,,,1899.3777448535998,175.7449134998873,209.2062815674881,4.927317727735812,25.38854911255009,254.9392355059203,15.511725884661336,1356.5323889647989,283.7700756110404,1526.2287335171332,23.90434991020291,5775.531316155018
Sweden,EUR,9799186,Europe and Central Asia,A,1205.8183,1166.964,38.8543,97.14,97.14,97.14,,,0,,,0,,,,930751.2131,1248.568701,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,South Sudan,390553.6,Southeast Asia,156293.3,,United Kingdom,,,,,,,,,,,,United Republic of Tanzania,53 [48-60],740 078,0.53,740078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Switzerland,EUR,8282396,Europe and Central Asia,A,2685.55472,2623.446,62.10872,97.14,97.14,97.14,,,0,,,0,,,,786682.7025,1055.306064,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,South West England,813.2081,"Southeast Asia, East Asia, and Oceania",280509.3,,United Republic of Tanzania,91000,51474,0.56,,,,,,,,,United States of America,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syrian Arab Republic,EMR,18734987,Middle East and North Africa,A,0,0,0,97.14,97.14,97.14,,,0,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Southeast Asia,2592415,Southern Latin America,5271.327,,United States,,,,,,,,,,,,Uruguay,60 [52-71],6 113,0.6,6113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajikistan,EUR,8548651,Europe and Central Asia,A,8972.2729,8162.652,809.6209,82,80,93,3139,16521.05263,0.19,2638,16021.05263,0.1646583443,501,500,0.95,8900,576.1229135,1465.459264,547.3167678,85.59264437,10.75131439,42.58490228,0.3028515823,1.56431817,43.64596991,13.49700813,11.5525002,43.37718652,45.93105323,0.7756222972,299.5753711,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southeast Asia, East Asia, and Oceania",4471543,Southern Sub-Saharan Africa,2989348,,Uruguay,100,113,0.95,,,,,,,,,Uzbekistan,40 [30-58],13 186,0.4,13186,67.16313329771936,10.751314385157228,8.312276655458817,0.3028515823237041,1.5643181696903679,11.41272431033612,0.503234951791474,45.447423068105344,10.292225004393297,47.89911737936932,0.7756222972908534,204.4242411016359
Tanzania,AFR,53879957,Sub-Saharan Africa,A,2700468.6,2157596,542872.6,97.14,97.14,97.14,,,0.3637163359,,,0.3583525923,,,,1200000,260000,430023.1108,0,4516.525599,18.03634493,1680.141048,0.0,0.0,3493.683827,1271.959635,379.1952424,1844.661064,4219.155353,70.94510072,17494.30321,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Latin America,102351,Spain,654.6254,,Uzbekistan,1000,4575,0.95,,,,,,,,,Vanuatu,No data,No data,,,4031.312716625959,18.036344928234847,447.2618290761044,0.0,0.0,424.01584303381713,46.032786768366115,2902.825045914092,679.5595137381181,3660.2583528630953,70.94510070829746,12280.247533656084
Thailand,SEA,68657600,"East, South and South-East Asia",A,618690.504,617388.6,1301.904,87,87,93,282135,434053.8462,0.65,278322,429953.8462,0.647329946,3813,4100,0.95,460000,5825.69656599394,297771.7751,5534.411738,11191.26344,54.65159636,4124.469531,0.351720713,1.816741711,8716.229597,3134.057762,906.1863289,4536.341961,10447.9595,166.8671607,43280.19535,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Sub-Saharan Africa,10478537,Sri Lanka,230.4761,,Vanuatu,,,,,,,,,,,,Venezuela (Bolivarian Republic of),59 [54-64],63 328,0.59,63328,10402.25767676791,54.65159636220199,1071.7553166178966,0.3517207129929765,1.8167417114673596,1021.004804466099,108.28094320072239,7679.153169939593,1643.817328159401,9496.133361716098,166.86716073831298,31646.089820392695
The Former Yugoslav Republic of Macedonia,EUR,2079308,Europe and Central Asia,A,0,0,0,97.14,97.14,97.14,,,0,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain,43690.42,Stockholm,16.77996,,Venezuela (Bolivarian Republic of),2100,1145,0.55,,,,,,,,,Viet Nam,42 [37-47],106 373,0.42,106373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timor-Leste,SEA,1240977,"East, South and South-East Asia",A,3324.5304,2800.047,524.4834,97.14,97.14,97.14,,,0.2518046743,,,0.2518046743,,,,,,,,4.048059618,0.01644487306,1.512107592,0.0,0.0,3.120432051,1.140419674,0.3448519454,1.658525923,3.777357862,0.06466937341,15.68286891,,,,,,,,,,,,,,,,,,,,,,,,,,,Sri Lanka,2442.16,Sub-Saharan Africa,12906378,,Viet Nam,4900,4865,0.95,,,,,,,,,Yemen,15 [9-26],1 355,0.15,1355,3.5651443089964254,0.016444873059164377,0.40549952699330755,0.0,0.0,0.3843056542444791,0.04195948219545595,2.544464771177667,0.6136639923675834,3.22910063667025,0.06466937340215169,10.865252619106485
Togo,AFR,7416802,Sub-Saharan Africa,A,333705.77,270540.8,63164.97,97.14,97.14,97.14,43603,106348.7805,0.41,40545,97348.78049,0.4164921204,3058,9000,0.34,120000,19000,49979.05444,6460,809.5066978,47.42562403,335.8055731,1.340575092,6.864021868,543.9958704,187.1129063,87.29311349,356.1473928,626.7847897,10.34130364,3012.617868,,,,,,,,,,,,,,,,,,,,,,,,,,,Stockholm,607.3234,Sudan,21937.77,,Yemen,500,140,0.32,,,,,,,,,Zambia,63 [59-66],758 646,0.63,758646,702.9696049220972,47.425624028148846,80.42804415868073,1.3405750923330373,6.864021867698556,90.93329240272575,6.710076211622161,496.93707517180354,112.62608618027346,583.4672334697531,10.341303640266547,2140.042937145403
Tokelau,WPR,,,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Saharan Africa,37183438,Suriname,147.1605,,Zambia,85000,51903,0.61,,,,,,,,,Zimbabwe,62 [56-67],878 461,0.62,878461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tonga,WPR,106364,Oceania,A,70.98323,58.53044,12.45279,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.1244661958,0.0004966103819,0.04629135207,0.0,0.0,0.09629583921,0.03505186775,0.01044206184,0.05082674532,0.1162778438,0.001953417157,0.4821019333,,,,,,,,,,,,,,,,,,,,,,,,,,,Sudan,199167.1,Swaziland,72240.03,,Zimbabwe,77000,61064,0.8,,,,,,,,,,,,,,0.11117240799548207,0.0004966103819316991,0.01231836406822901,0.0,0.0,0.011678310645950022,0.0012674782910207516,0.08008814194993494,0.018720016533741977,0.10095237191465331,0.0019534171568758836,0.3386471189378196
Trinidad and Tobago,AMR,1360092,,B,10906.3897,10470.87,435.5197,90,90,97.14,6720,10838.70968,0.62,6589,10738.70968,0.613574647,131,100,0.95,14000,202.2975054,8590.045059,192.1826302,148.2949441,3.678294628,57.78804919,0.0905072638,0.4674968385,108.9599851,38.53560618,13.3081861,62.57737843,128.7449442,2.063187716,564.5085797,,,,,,,,,,,,,,,,,,,,,,,,,,,Suriname,6141.119,Sweden,38.8543,,,,,,,,,,,,,,,,,,,134.4245348102886,3.6782946278431723,14.215618125001166,0.09050726380303076,0.4674968384504251,14.542459378836998,1.3387998623542625,98.12337198233662,21.112502713401497,118.90408528169648,2.0631877159682146,408.96085859998055
Tunisia,EMR,11273661,Middle East and North Africa,A,4388.2832,4206.569,181.7142,79,97.14,97.14,734,2621.428571,0.28,714,2621.428571,0.2723705722,20,,,1700,575.631283,463.0299728,0,48.46108072,0.1962256159,18.08796261,0.0,0.0,37.38092174,13.65170035,4.116917362,19.84324955,45.22992749,0.7716924181,187.7396779,,,,,,,,,,,,,,,,,,,,,,,,,,,Swaziland,280416.9,Sweden except Stockholm,22.07434,,,,,,,,,,,,,,,,,,,42.787174620934955,0.1962256159430908,4.843818315232348,0.0,0.0,4.590923870660997,0.5007008001545424,30.58926129970662,7.3359978326617385,38.772189173792604,0.7716924180601378,130.387983947147
Turkey,EUR,78271472,Europe and Central Asia,A,9611.373,8426.082,1185.291,97.14,97.14,97.14,,,0,,,0,,,,104177.1367,139.7498175,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweden,1166.964,Switzerland,62.10872,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turkmenistan,EUR,5565284,Europe and Central Asia,A,17007.7611,16269.72,738.0411,97.14,97.14,97.14,,,0,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweden except Stockholm,559.6403,Syria,235.6313,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turks and Caicos Islands,AMR,34339,,B,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzerland,2623.446,Taiwan,255.2499,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuvalu,WPR,11001,Oceania,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Syria,1155.346,Tajikistan,809.6209,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uganda,AFR,40144870,Sub-Saharan Africa,A,2135621.7,1704291,431330.7,78,77,80,834931,1464791.228,0.57,774902,1368791.228,0.5661213954,60029,96000,0.63,1200000,190000,679345.6744,119700,59920.99328,4624.633626,26052.85227,130.6201227,671.5826541,37853.50329,12631.19959,6813.695695,27316.29841,42585.21805,681.5343655,219282.1314,,,,,,,,,,,,,,,,,,,,,,,,,,,Taiwan,12655.7,Tanzania,542872.6,,,,,,,,,,,,,,,,,,,51827.869107049744,4624.63362628227,5822.637013993323,130.62012270390943,671.5826540824825,6996.137081297635,442.24070790621096,36774.72686331017,7930.550400259088,41758.43405199473,681.534365509142,157660.9659943887
Ukraine,EUR,45154029,Europe and Central Asia,A,372178.135,368306.8,3871.335,86,97.14,97.14,60753,216975,0.28,58338,213775,0.2728943983,2415,3200,0.75,240000,3043.084897,65494.6556,2282.313672,2939.448571,42.0089538,1125.131282,0.8885457268,4.576349511,2206.082821,798.449799,262.3476358,1225.105021,2649.114449,45.13048271,11298.28391,,,,,,,,,,,,,,,,,,,,,,,,,,,Tajikistan,8162.652,Thailand,1301.904,,,,,,,,,,,,,,,,,,,2575.52640357074,42.008953801910806,293.3959344462654,0.8885457267743975,4.576349511256082,288.2329145514559,29.282226570196933,1834.4364910594993,437.7763324364434,2296.472225283728,45.13048270632883,7847.726859664599
United Arab Emirates,EMR,9154302,,A,13202.4433,12903.31,299.1333,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,27.43915659,0.1094800877,10.20514567,0.0,0.0,21.22886937,7.727348635,2.302001505,11.20499438,25.633996,0.4306399735,106.2816322,,,,,,,,,,,,,,,,,,,,,,,,,,,Tanzania,2157596,The Bahamas,29.39939,,,,,,,,,,,,,,,,,,,24.50847873025016,0.1094800877506322,2.7156411307555532,0.0,0.0,2.574538352026627,0.27942153360389865,17.655806498362473,4.126915439897568,22.255423845268627,0.43063997356739786,74.65634559148293
United Kingdom of Great Britain and Northern Ireland,EUR,65128861,Europe and Central Asia,A,0,0,0,97.14,97.14,97.14,,,0,,,0,,,,86684.68959,116.2843397,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Thailand,617388.6,The Gambia,11489.06,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,AMR,320896618,,B,360805.201,354844.3,5960.901,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,1079414.415,1709.072824,392600.6559,0,754.5837707,3.0107302,280.644096,0.0,0.0,583.7992959,212.5040487,63.30562567,308.1401894,704.9413963,11.84270857,2922.771861,,,,,,,,,,,,,,,,,,,,,,,,,,,The Bahamas,4584.671,Timor-Leste,524.4834,,,,,,,,,,,,,,,,,,,673.9893855995484,3.010730200375846,74.68082035494479,0.0,0.0,70.80045812648397,7.684163094322456,485.53915994011487,113.49122205307354,612.0298044127946,11.84270857419854,2053.068452355857
Uruguay,AMR,3431552,Latin America and the Caribbean,B,7386.9313,7240.112,146.8193,97.14,97.14,97.14,6113,10188.33333,0.6,6000,10088.33333,0.5947464067,113,100,0.95,13000,262.2621209,7731.703288,249.1490148,27.26669516,0.4045810822,10.35222251,0.008726192986,0.04507337269,20.61113119,7.36351895,2.338590899,11.29257158,24.55642249,0.3954587919,104.6349922,,,,,,,,,,,,,,,,,,,,,,,,,,,The Gambia,27038.66,Togo,63164.97,,,,,,,,,,,,,,,,,,,24.893730371947328,0.40458108219390915,2.623511023967935,0.008726192985787381,0.04507337269019584,2.5906513005530156,0.25661130592023723,18.21672430819587,3.9550456321511,22.355595635768765,0.39545879191428573,75.74570901828842
US Virgin Islands,AMR,103574,,B,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Timor-Leste,2800.047,Tonga,12.45279,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uzbekistan,EUR,31298900,Europe and Central Asia,A,25773.3155,25647.92,125.3955,90,88,95,13186,32965,0.4,8611,31965,0.2693883936,4575,1000,0.95,29000,2109.340229,7812.263413,2003.873217,142.337195,1.471605375,54.04201143,0.02605899021,0.1346024067,107.8683418,39.18371098,12.46005575,58.99905488,129.9254056,2.215965276,548.6640074,,,,,,,,,,,,,,,,,,,,,,,,,,,Togo,270540.8,Trinidad and Tobago,435.5197,,,,,,,,,,,,,,,,,,,124.94990750301118,1.4716053747188635,14.205834416060672,0.026058990209198208,0.1346024067474107,13.768282351382444,1.4377938715970648,89.10858545015722,21.317380051459086,112.11009436639858,2.2159652765144657,380.7461100582562
Vanuatu,WPR,264603,Oceania,A,616.84929,521.5702,95.27909,57,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,16.67572864,0.06653485243,6.202021526,0.0,0.0,12.90152136,4.696178197,1.399006281,6.809664321,15.57866984,0.2617148714,64.59103989,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonga,58.53044,Tropical Latin America,46895.8,,,,,,,,,,,,,,,,,,,14.894653896292505,0.06653485242920068,1.6503894507012307,0.0,0.0,1.5646363904601457,0.16981417247511274,10.730046933857034,2.5080698730056405,13.525394176400923,0.2617148714447961,45.37125461706658
Venezuela,AMR,31155134,Latin America and the Caribbean,B,101078.988,96054.95,5024.038,97.14,97.14,97.14,,,0.3637163359,,,1,,,,99000,2381.083405,99000,0,629.3543074,2.242786621,227.1396347,0.0,0.0,498.038078,176.2298154,47.8967094,250.8144565,592.2627161,8.834878961,2432.813383,,,,,,,,,,,,,,,,,,,,,,,,,,,Trinidad and Tobago,10470.87,Tunisia,181.7142,,,,,,,,,,,,,,,,,,,624.6994589805965,2.2427866209787957,57.58726601460445,0.0,0.0,54.69588174014222,5.733581749789792,477.16995333056144,89.73232669871447,576.6109579065134,8.834878960968254,1897.3070920028692
Viet Nam,WPR,91713300,"East, South and South-East Asia",A,0,0,0,97.14,97.14,97.14,106373,253269.0476,0.42,101508,248369.0476,0.4086982697,4865,4900,0.95,250000,7867.50937486982,102174.5674,7474.133906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Latin America,927190.6,Turkey,1185.291,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wallis and Futuna Islands,WPR,,,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunisia,4206.569,Turkmenistan,738.0411,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Bank and Gaza Strip,EMR,4422143,Middle East and North Africa,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,8426.082,Uganda,431330.7,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yemen,EMR,26916207,Middle East and North Africa,A,8187.5502,7299.473,888.0772,97.14,97.14,97.14,1355,9033.333333,0.15,1215,8533.333333,0.1423828125,140,500,0.32,13000,1374.337118,1850.976563,439.7878778,7.77494307,0.6161821778,3.372632972,0.01773799291,0.09079632593,4.887400068,1.652592482,0.9292961353,3.530873771,5.540475103,0.09528880796,28.50821891,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkmenistan,16269.72,Ukraine,3871.335,,,,,,,,,,,,,,,,,,,6.488518014481201,0.6161821777859664,0.7930691333757177,0.017737992907431135,0.09079632593271851,0.9452735557612704,0.061824356511266845,4.456757014142423,1.068346222521689,5.134580962633589,0.09528880795678248,19.768374564010056
Zambia,AFR,16100587,Sub-Saharan Africa,A,2027191.3,1156376,870815.3,93,97.14,97.14,758646,1204200,0.63,706743,1119200,0.6314715868,51903,85000,0.61,910000,170000,574639.144,103700,20236.19922,2806.442844,9888.275336,81.23781156,417.5638065,10325.47887,3075.170806,2842.695601,10049.21406,10586.87002,164.1604248,70473.30881,,,,,,,,,,,,,,,,,,,,,,,,,,,Uganda,1704291,United Arab Emirates,299.1333,,,,,,,,,,,,,,,,,,,16710.389688150248,2806.442843653118,1969.386840915076,81.23781156083686,417.5638064604422,2782.4144912890238,106.52404024361503,11533.34276154935,2407.174984521819,11824.627669784764,164.1604248184053,50803.26536294671
Zimbabwe,AFR,15777451,Sub-Saharan Africa,A,2526567.3,1902673,623894.3,86,85,91,878461,1416872.581,0.62,817397,1339872.581,0.6100557708,61064,77000,0.8,1100000,200000,671061.3479,160000,52929.8065,5400.582305,24512.04137,152.7704359,787.3938136,30429.66556,9741.31085,6523.241702,25328.33578,33087.55183,521.8486973,189414.5488,,,,,,,,,,,,,,,,,,,,,,,,,,,Ukraine,368306.8,United Kingdom,700.5739,,,,,,,,,,,,,,,,,,,44640.57207513623,5400.58230474298,5073.962183938701,152.77043589336654,787.3938135970711,6567.366270210713,338.6266057941049,31406.95142595639,6615.006677470445,34240.315858289214,521.8486973188201,135745.39634834803
,,,,,,,,,,,,,,13194904,,,806383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Arab Emirates,12903.31,United States,5960.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Sources / More details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3892.520345,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,12940.98,Uruguay,146.8193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
WHO groupings (A & B):,https://docs.google.com/spreadsheet/ccc?key=0AoC8QSR3KjbYdHhORDZtdFNYOEtuMUtHM2REWWhzSWc#gid=4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211955.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,354844.3,Uzbekistan,125.3955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Antiretroviral coverage:,https://docs.google.com/spreadsheet/ccc?key=0AoC8QSR3KjbYdHhORDZtdFNYOEtuMUtHM2REWWhzSWc#gid=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68470.07626,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uruguay,7240.112,Vanuatu,95.27909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Regimen breakdowns,https://docs.google.com/spreadsheet/ccc?key=0AoC8QSR3KjbYdHhORDZtdFNYOEtuMUtHM2REWWhzSWc#gid=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194717.9202,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uzbekistan,25647.92,Venezuela,5024.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
Drugs and manufacturers,https://docs.google.com/spreadsheet/ccc?key=0AoC8QSR3KjbYdHhORDZtdFNYOEtuMUtHM2REWWhzSWc#gid=3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38879.90784,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vanuatu,521.5702,Vietnam,3777.656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
