Country,WHO Region,Population,Geographical Region,WHO Group,DALY,Adult DALYs,Children DALYs,Retention Rate,Retention Rate (ADULT),Retention Rate (CHILD),# Receiving Treatment,# Needing Treatment,% Treatment Coverage,# Receiving Treatment,# Needing Treatment,% Treatment Coverage,# Receiving Treatment,# Needing Treatment,% Treatment Coverage,Estimated adults (15+) living with HIV,Estimated children (0-14) living with HIV,# Adult Prevalent Cases Receiving Treatment,# Children Prevalent Cases Receiving Treatment,3TC,ABC,AZT,ddl,d4T,EFV,FTC,LPV/r,NVP,TDF,ATV/r,Overall Treatment Impact,,,,,,average of 2013 antiretroviral treatment. ,,,Treatment Regimen Proportion and Efficacy Section,,,,,impact =daly*treatment cover*x/(1-treatment cover*x)/number of drugs,,,,,,Originator Company,Drug(s),Final Impact,,,,,Afghanistan,9224.366,Afghanistan,1528.182,,Afghanistan,500,26,0.11,,,Country,All ages,Children (0-14),Adults (15+),Year,,http://apps.who.int/gho/data/node.main.626?lang=en,Estimated antiretroviral therapy coverage among people living with HIV (%),Reported number of people receiving antiretroviral therapy,Cleaned coverage,Cleaned number of people receiving antiretroviral therapy,Computed Impact Score (3TC),Computed Impact Score (ABC),Computed Impact Score (AZT),Computed Impact Score (ddl),Computed Impact Score (d4T),Computed Impact Score (EFV),Computed Impact Score (FTC),Computed Impact Score (LPV/r),Computed Impact Score (NVP),Computed Impact Score (TDF),Computed Impact Score (ATV/r),Computed Overall Treatment Impact
Democratic Republic of the Congo,AFR,76196619,Sub-Saharan Africa,A,2026782.6,1478999,547783.6,86,97.14,97.14,122268,370509.0909,0.33,113083,328509.0909,0.3442309608,9185,42000,0.22,390000,90000,134250.0747,19800,18412.1731,1278.33138,7772.995767,36.80753611,188.1408219,12017.7445,4090.624926,2094.368629,8193.817083,13719.17557,228.664484,68032.84381,,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,East Asia,1832801,East Midlands,31.57147,,Fiji,,4,,,,Mauritania,74,80,73,2015,,Estonia,High-income country,No data,,,15793.773890434439,1278.3313802035639,1851.7988633069342,36.80753610629851,188.140821890545,2153.497465506618,148.36853169810485,11046.57219289478,2545.2049496452337,12819.822304549194,228.6644839793102,48090.98242021501
Denmark,EUR,5683483,Europe and Central Asia,A,1596.08977,1569.254,26.83577,97.14,97.14,97.14,,,0,,,0,,,,7564.556666,10.14757602,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Micronesia (Federated States of),,,,,,,,,,,,,,,,,,,,,,,,,East Midlands,564.5681,East of England,52.00827,,Finland,,,,,,Mexico,85,81,85,2015,,Ethiopia,No data,386 123,,386123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Djibouti,EMR,927414,,A,20695.523,17097.56,3597.963,86,86,67,1945,9261.904762,0.21,1871,8261.904762,0.2264610951,74,1000,0.08,7600,1200,1721.104323,96,117.4253333,3.328256578,45.96551554,0.08786720273,0.4482409625,85.33942996,30.53478578,11.3345262,49.6237935,101.4712997,1.738274442,447.2973232,,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,East of England,813.9053,Eastern Europe,44054.45,,France,,,,,,Micronesia (Federated States of),100,,,2015,,Fiji,No data,259,,259,101.87850246375334,3.328256578162297,11.862797115703886,0.08786720272937955,0.4482409624959299,12.179001536207116,1.1278377484049111,71.85527352291808,17.309695711138286,88.64496465824065,1.738274442375118,310.460711942129
Dominica,AMR,73162,Latin America and the Caribbean,B,300.98637,289.4071,11.57927,97.14,97.14,97.14,,,1,,,1,,,,,,,,1.896202174,0.006757365153,0.6843564332,0.0,0.0,1.500555212,0.5309685739,0.1443095621,0.755687078,1.784447705,0.02661889574,7.329902998,,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Europe,1362783,Eastern Sub-Saharan Africa,5590274,,Gabon,2600,1375,0.52,,,Mongolia,95,,95,2015,,Finland,High-income country,No data,,,1.882177428598354,0.006757365152928323,0.17350655696781095,0.0,0.0,0.16479501073455885,0.017274895950907157,1.4376809565830095,0.2703574614960242,1.7372900111441019,0.026618895735668335,5.716458582363362
Dominican Republic,AMR,10528394,Latin America and the Caribbean,B,96429.671,89754.48,6675.191,95,95,97.14,31321,68089.13043,0.46,30512,65989.13043,0.4623791797,809,2100,0.39,45000,1565.973362,20807.06309,610.7296113,462.2545693,11.21983463,178.9111092,0.2841506236,1.455947524,340.8804444,121.3850392,42.46493704,193.8797858,404.4631852,6.659909368,1763.858912,,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,Eastern Sub-Saharan Africa,13360130,Ecuador,302.0706,,Gambia,1800,438,0.24,,,Montenegro,94,100,93,2015,,France,High-income country,No data,,,412.74530851999936,11.219834627115967,45.40320597746865,0.28415062359508547,1.4559475236785846,46.18207969989441,4.3214177005913665,297.3137024748297,67.15650279709754,363.82714951979864,6.659909368159944,1256.5692088322294
Ecuador,AMR,16144368,Latin America and the Caribbean,B,37273.0106,36970.94,302.0706,97.14,97.14,97.14,15642,28966.66667,0.54,14972,28466.66667,0.5259484778,670,500,0.95,48000,1233.86042,25245.52693,1172.167399,119.060771,1.079368575,44.61842724,0.0179535412,0.09273536063,91.28444324,32.87349198,10.01757144,48.8624363,109.4067555,1.785321678,459.0992759,,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,Ecuador,36970.94,Egypt,1936.476,,Georgia,100,53,0.95,,,Morocco,82,,,2015,,Gabon,58 [49-67],27 037,0.58,27037,108.21860754510193,1.0793685748080528,11.557955813570251,0.017953541196100146,0.09273536062732264,11.172028089944314,1.1584635947921937,78.89955979316048,17.535671224608205,97.88023652911522,1.7853216784044896,329.39790174532857
Egypt,EMR,93778172,Middle East and North Africa,A,11122.528,9186.052,1936.476,80,80,94,2147,11300,0.19,2074,10800,0.192037037,73,500,0.27,5200,4788.298093,998.5925926,1292.840485,94.48874704,7.876880302,41.14222164,0.2281724705,1.16712687,58.87712942,19.76716144,11.44554097,42.99911821,66.37511211,1.13122986,345.4984403,,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,Egypt,9186.052,El Salvador,828.4091,,Germany,,,,,,Mozambique,66,64,66,2015,,Gambia,24 [20-30],5 022,0.24,5022,79.12753581112973,7.8768803019189395,9.625553973005667,0.22817247050576644,1.1671268702988122,11.60192264371991,0.7339640932431716,54.4275090234975,12.897948352321446,62.21198426596162,1.1312298599652157,241.02982766556775
El Salvador,AMR,6312478,Latin America and the Caribbean,B,25209.1291,24380.72,828.4091,83,83,63,10803,20005.55556,0.54,10530,19505.55556,0.5398461977,273,500,0.78,24000,482.4417256,12956.30874,376.304546,499.7751378,10.09474134,192.3145072,0.2401410698,1.2373534,372.0419886,132.5683728,44.3876658,208.9378302,442.0114,7.183477459,1910.792616,,Namibia,,,,,,,,,,,,,,,,,,,,,,,,,El Salvador,24380.72,England,628.4882,,Ghana,19000,4934,0.27,,,Myanmar,85,90,85,2015,,Georgia,32 [25-40],3 044,0.32,3044,451.01092750985725,10.094741338134211,48.445131874673045,0.24014106982032804,1.2373534003611573,48.702564639095264,4.661249939419961,327.7011009472255,72.29248591242062,401.04208115866805,7.183477459092981,1372.6112552487684
Equatorial Guinea,AFR,1175389,Sub-Saharan Africa,A,45351.99,35612.91,9739.08,97.14,97.14,97.14,8509,27448.3871,0.31,8264,25048.3871,0.3299214424,245,2400,0.1,26000,3100,8577.957502,310,74.59058214,2.271798024,29.22392173,0.06073907511,0.309938683,54.0845598,19.24129951,7.190477589,31.53132674,64.05087474,1.077987634,283.6335057,,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,England,9848.281,Equatorial Guinea,9739.08,,Greece,100,,,,,Namibia,85,87,85,2015,,Germany,High-income country,No data,,,65.40641661500362,2.271798024454721,7.462097681880444,0.060739075109639815,0.3099386830280104,7.7225452532938235,0.6994474063286893,46.46931173913965,10.888489501405921,56.8614969185037,1.0779876341761296,199.23026853232437
Eritrea,AFR,,Sub-Saharan Africa,A,47710.57,33785.33,13925.24,79,77,95,8431,14051.66667,0.6,7961,12651.66667,0.6292451587,470,1400,0.35,16000,3600,10067.92254,1260,1196.844245,78.34329118,500.1387478,2.23396317,11.43998368,793.6850757,268.4867923,130.35608,528.8819658,903.9210813,14.33775919,4428.668985,,Niger,,,,,,,,,,,,,,,,,,,,,,,,,Equatorial Guinea,35612.91,Eritrea,13925.24,,Grenada,,2,,,,New Zealand,98,,,2015,,Ghana,34 [29-41],94 047,0.34,94047,1061.425663364561,78.34329118158664,116.72681930331618,2.2339631704039338,11.439983684958415,135.20814690725163,9.30379569488457,760.6365375389653,162.4768590342005,876.4273542491402,14.337759187985494,3228.5601733172534
Estonia,EUR,1315407,Europe and Central Asia,A,1867.78868,1846.886,20.90268,97.14,97.14,97.14,,,0,,,0,,,,1750.76987,2.348593727,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,Eritrea,33785.33,Estonia,20.90268,,Guatemala,2000,856,0.44,,,Nicaragua,79,100,78,2015,,Greece,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,AFR,99873033,Sub-Saharan Africa,A,1639891.3,1227515,412376.3,97.14,97.14,97.14,386123,1077494.647,0.3583525923,364114,1077494.647,0.3379265048,22009,,,64000,190000,21627.29631,0,2415.009488,9.676185381,899.1069394,0.0,0.0,1866.833562,680.1753975,203.3316248,986.960663,2255.520865,38.05903544,9354.673761,,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,Estonia,1846.886,Ethiopia,412376.3,,Guinea,7000,1532,0.22,,,Niger,67,71,67,2015,,Grenada,No data,No data,,,2149.882308470051,9.676185381038774,239.68777434760585,0.0,0.0,227.21681526093565,24.694490402563883,1545.4036714843633,363.8972766887448,1951.0754334175076,38.05903543857205,6549.592990891383
Fiji,WPR,892149,Oceania,A,1165.8095,1054.248,111.5615,59,59,97.14,259,712.0933938,0.3637163359,255,712.0933938,0.3580990952,4,,,1000,,358.0990952,,31.61327875,0.1262500412,11.760213,0.0,0.0,24.45372522,8.90305016,2.654258544,12.91174693,29.53176635,0.4965982148,122.4508872,,Palau,,,,,,,,,,,,,,,,,,,,,,,,,Ethiopia,1227515,Federated States of Micronesia,33.57262,,Guinea-Bissau,,,,,,Oman,66,67,66,2015,,Guatemala,30 [21-44],16 315,0.3,16315,28.216116022196456,0.12625004116886523,3.130682137258118,0.0,0.0,2.9679658890016616,0.3222181352822604,20.317127667845988,4.756642385768669,25.61886716500504,0.4965982148623917,85.95246765838945
Finland,EUR,5479531,Europe and Central Asia,A,395.10414,377.3627,17.74144,94,97.14,97.14,,,0,,,0,,,,520459.5694,698.1774711,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,Federated States of Micronesia,170.772,Fiji,111.5615,,Guyana,200,157,0.95,,,Palau,100,,,2015,,Guinea,29 [24-34],33 525,0.29,33525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,EUR,66624068,Europe and Central Asia,A,26183.8386,25608.36,575.4786,97.14,97.14,97.14,,,0,,,0,,,,6328120.735,8488.94245,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,Fiji,1054.248,Finland,17.74144,,Haiti,9500,2865,0.3,,,Papua New Guinea,90,,,2015,,Guinea-Bissau,No data,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,WPR,277690,,A,0,0,0,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Republic of Korea,,,,,,,,,,,,,,,,,,,,,,,,,Finland,377.3627,France,575.4786,,Holy See,,,,,,Paraguay,78,94,77,2015,,Guyana,59 [54-65],4 551,0.59,4551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabon,AFR,1930175,Sub-Saharan Africa,A,62694.715,59623.49,3071.225,97.14,97.14,97.14,27037,46615.51724,0.58,25662,44015.51724,0.5830216616,1375,2600,0.52,40000,3900,23320.86647,2028,222.1153468,4.185336439,84.72530817,0.09975632647,0.5120879912,166.5792048,59.32800328,19.54379018,92.21420551,197.9302684,3.192325964,850.4256339,,Republic of Moldova,,,,,,,,,,,,,,,,,,,,,,,,,France,25608.36,Gabon,3071.225,,Honduras,1000,573,0.74,,,Peru,81,51,82,2015,,Haiti,52 [43-62],68 849,0.52,68849,202.28311379535458,4.185336439269987,21.48473475729482,0.09975632647038976,0.5120879912478056,21.49320705552673,2.0714779245529784,147.58103559663743,32.1741994646629,180.45224708429984,3.19232596398622,615.5295223993037
Gambia,AFR,1977590,Sub-Saharan Africa,A,0,0,0,83,97.14,97.14,5022,20925,0.24,4584,19125,0.2396862745,438,1800,0.24,12000,1335.223029,2876.235294,320.453527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,Gabon,59623.49,Georgia,12.30716,,Hungary,,,,,,Philippines,90,64,90,2015,,Honduras,52 [44-61],10 457,0.52,10457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georgia,EUR,3717100,Europe and Central Asia,A,1693.76516,1681.458,12.30716,84,84,75,3044,9512.5,0.32,2991,9412.5,0.3177689243,53,100,0.95,5300,250.508119,1684.175299,237.982713,17.85506107,0.2123333776,6.795786972,0.004092168053,0.02113726067,13.49184889,4.885691039,1.564799703,7.413400711,16.21403249,0.2742379353,68.73242163,,Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,Georgia,1681.458,Germany,451.9962,,Iceland,,,,,,Republic of Moldova,84,100,84,2015,,Hungary,High-income country,No data,,,15.745183093648512,0.21233337762239454,1.772214129137625,0.00409216805315069,0.02113726066693574,1.7276789602082367,0.17793741966192855,11.266928745685373,2.6578100008006396,14.108295893270185,0.27423793531853125,47.967848984073505
Germany,EUR,81686611,Europe and Central Asia,A,21436.7762,20984.78,451.9962,97.14,97.14,97.14,,,0,,,0,,,,108722.591,145.8473782,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Samoa,,,,,,,,,,,,,,,,,,,,,,,,,Germany,20984.78,Ghana,118784.9,,India,,50976,,,,Rwanda,91,,,2015,,Iceland,High-income country,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghana,AFR,27582821,Sub-Saharan Africa,A,619574.5,500789.6,118784.9,97.14,97.14,97.14,94047,276608.8235,0.34,89113,257608.8235,0.3459237101,4934,19000,0.27,210000,32000,72643.97913,8640,1223.324868,70.61127671,506.3649238,2.001466842,10.23771942,823.8520589,284.4219843,132.4854331,537.2434747,951.6056821,15.89488065,4558.043768,,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,Ghana,500789.6,Greater London,257.4699,,Indonesia,17000,2708,0.16,,,Saint Lucia,67,,67,2015,,India,43 [36-54],919 141,0.43,919141,1055.8904286190843,70.61127670725018,122.54378538870087,2.0014668424109554,10.237719417298896,137.92403108528302,10.31336925149787,742.5621883701695,171.55169285233995,875.8179727808075,15.89488064558402,3215.348811960427
Greece,EUR,10820883,Europe and Central Asia,A,934.74327,898.3296,36.41367,97,97,97.14,,,0,,,0,,100,,14402.29216,19.32014801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,Greater London,3531.25,Greece,36.41367,,Iran (Islamic Republic of),1900,233,0.12,,,Samoa,100,100,100,2015,,Indonesia,9 [8-10],63 066,0.09,63066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greenland,EUR,56114,Europe and Central Asia,A,89.532842,88.33066,1.202182,97.14,97.14,97.14,,,0.3637163359,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,Greece,898.3296,Greenland,1.202182,,Iraq,,,,,,Sao Tome and Principe,62,71,61,2015,,Iran (Islamic Republic of),9 [6-15],6 484,0.09,6484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grenada,AMR,106823,Latin America and the Caribbean,B,511.34711,487.6984,23.64871,57,57,97.14,,,1,,,1,2,,,,,,,48.04289969,0.1712071744,17.33911496,0.0,0.0,38.01863774,13.4528218,3.656281968,19.14637531,45.21144596,0.6744264696,185.7132111,,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,Greenland,88.33066,Grenada,23.64871,,Ireland,,,,,,Saudi Arabia,90,85,91,2015,,Iraq,No data,No data,,,47.68756341237621,0.1712071743793159,4.396028138551864,0.0,0.0,4.1753090888459985,0.4376833361106468,36.42563168705822,6.849879502965789,44.016640680798034,0.6744264696168533,144.83436949070293
Guam,WPR,161797,,A,205.41507,194.2904,11.12467,97.14,97.14,97.14,,,0.3637163359,,,0.3637163359,,,,,,,,0.4131625692,0.001648486322,0.1536630395,0.0,0.0,0.3196517422,0.1163538392,0.03466217531,0.1687181692,0.3859815301,0.006484321675,1.600325873,,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,Grenada,487.6984,Guam,11.12467,,Israel,,,,,,Senegal,77,74,77,2015,,Ireland,High-income country,No data,,,0.36903415758373614,0.001648486321812421,0.04089051580958286,0.0,0.0,0.03876587373554492,0.004207363965720029,0.26585067760826064,0.06214064853001861,0.335108991496506,0.006484321675632,1.1241310367268138
Guatemala,AMR,16252429,Latin America and the Caribbean,B,38238.004,31371.62,6866.384,89,89,86,16315,54383.33333,0.3,15459,52383.33333,0.2951129494,856,2000,0.44,54000,1242.119163,15936.09927,546.5324318,285.9335741,25.24112786,126.4764414,0.7256115309,3.720585809,174.6879951,57.99115577,34.80678027,131.7902208,195.2182205,3.2665656,1039.858279,,Somalia,,,,,,,,,,,,,,,,,,,,,,,,,Guam,194.2904,Guatemala,6866.384,,Italy,1400,,,,,Seychelles,52,80,52,2015,,Israel,High-income country,No data,,,239.81574497047134,25.241127860330227,28.695588450500054,0.7256115308810203,3.720585809458985,35.22617776986915,2.119474983102254,165.87147989090337,38.19782864522785,187.2971821054385,3.2665656003650247,730.1773676165478
Guinea,AFR,12091533,Sub-Saharan Africa,A,283675.07,235195.1,48479.97,97.14,97.14,97.14,33525,115603.4483,0.29,31993,108603.4483,0.2945854898,1532,7000,0.22,96000,13000,28280.20702,2860,470.8321167,23.67688448,192.1670028,0.6654693548,3.401530355,323.4297927,112.8270321,49.70019436,204.748118,376.6893543,6.355918039,1764.493413,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,Guatemala,31371.62,Guinea,48479.97,,Jamaica,500,666,0.95,,,Singapore,93,,93,2015,,Italy,High-income country,No data,,,406.2090085868557,23.676884485155774,47.3756386532553,0.6654693548110171,3.4015303549669245,52.102072237032125,4.123966536331396,285.44412628629226,67.00573293693238,340.9311874876946,6.355918040231536,1237.291534959559
Guinea-Bissau,AFR,1770526,Sub-Saharan Africa,A,98609.14,78821.69,19787.45,97.14,97.14,97.14,,,0.3583525923,,,0.3583525923,,,,34000,5400,12183.98814,0,164.9985357,0.6589070377,61.37921875,0.0,0.0,127.6318938,46.46746101,13.85282965,67.38949393,154.1349517,2.591779339,639.105071,,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,Guinea,235195.1,Guinea-Bissau,19787.45,,Japan,,,,,,Solomon Islands,83,,,2015,,Jamaica,34 [29-39],9 764,0.34,9764,147.2726503214453,0.6589070375855348,16.3394505923582,0.0,0.0,15.490223996846579,1.6816781494275375,106.04653322182482,24.82579191304428,133.7172247303413,2.5917793391571933,448.6242393020307
Guyana,AMR,768514,Latin America and the Caribbean,B,22713.271,20913.44,1799.831,78,78,87,4551,7713.559322,0.59,4394,7513.559322,0.5848093842,157,200,0.95,6500,58.73497227,3801.260997,55.79822366,673.4274708,30.8713852,277.3335358,0.8228677464,4.250355759,463.6418703,160.6141081,66.58099264,295.8897562,538.1895707,8.639816026,2520.261729,,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,Guinea-Bissau,78821.69,Guyana,1799.831,,Jordan,,2,,,,Somalia,81,,,2015,,Japan,High-income country,No data,,,595.215428740438,30.871385198704925,64.53326635384438,0.8228677464172568,4.250355758738692,70.81841433040286,5.606318910854341,429.5047923024319,92.56958127933858,507.94606942339124,8.639816026252822,1810.778296070815
Haiti,AMR,10711061,Latin America and the Caribbean,B,356824.29,313251.6,43572.69,97.14,97.14,97.14,68849,132401.9231,0.52,65984,122901.9231,0.5368833811,2865,9500,0.3,130000,15000,69794.83954,4500,1099.847627,31.11396,427.4483068,0.8158442397,4.174912777,805.3576751,284.8398101,102.2684208,462.3241139,950.9019737,15.44200667,4184.534651,,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,Guyana,20913.44,Haiti,43572.69,,Kazakhstan,500,379,0.95,,,South Sudan,76,76,76,2015,,Jordan,No data,No data,,,989.9406879947104,31.113959998206006,107.38584360755264,0.8158442397083074,4.174912777257454,110.74695487349052,10.020076127587766,716.2471876708391,158.22939379981727,868.6808365493177,15.442006673349931,3012.797704311837
Honduras,AMR,8960829,Latin America and the Caribbean,B,30779.651,25959.27,4820.381,83,83,80,10457,20109.61538,0.52,9884,19109.61538,0.5172265271,573,1000,0.74,24000,684.8463956,12413.43665,506.7863327,635.1820353,47.37844699,276.8975055,1.325487478,6.825782272,401.7633392,134.732703,71.47413148,290.4948371,453.58459,7.327483095,2326.986341,,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,Haiti,313251.6,High-income Asia Pacific,1036.919,,Kenya,98000,71547,0.73,,,Spain,12,,,2015,,Kazakhstan,27 [23-32],6 285,0.27,6285,545.351060147786,47.37844699412229,61.648235393908,1.3254874778747763,6.825782272448616,73.59310088440297,4.754661917932987,386.12227560191354,84.20791500513468,440.69408309211485,7.327483094507328,1659.228531882146
Hungary,EUR,9843028,Europe and Central Asia,A,1748.92786,1725.244,23.68386,97.14,97.14,97.14,,,0,,,0,,,,934915.436,1254.154853,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,High-income Asia Pacific,12481.74,High-income North America,6264.779,,Kiribati,,2,,,,Sri Lanka,82,100,81,2015,,Kenya,59 [50-69],897 644,0.59,897644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iceland,EUR,330815,Europe and Central Asia,A,60.807529,59.17611,1.631419,97.14,97.14,97.14,,,0,,,0,,,,31421.63671,42.15097608,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,High-income North America,371151.2,Honduras,4820.381,,Kuwait,,,,,,Swaziland,96,,,2015,,Kiribati,No data,No data,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,SEA,1309053980,"East, South and South-East Asia",A,6823203,5770929,1052274,97.14,97.14,97.14,919141,2137537.209,0.43,868165,2137537.209,0.4061519941,50976,,,2000000,108639.757868202,812303.9882,0,13800.32653,54.68043783,5123.831079,0.0,0.0,10691.96773,3885.718971,1150.924618,5628.046747,12898.22921,215.1063998,53448.83172,,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,Honduras,25959.27,Hungary,23.68386,,Kyrgyzstan,200,387,0.95,,,Tajikistan,82,93,80,2015,,Kuwait,High-income country,No data,,,12395.838588674327,54.680437827097315,1359.4123697738212,0.0,0.0,1288.9365334714007,139.5738940453869,8962.185020206187,2069.1845292620187,11267.503667569063,215.10639978010843,37752.42144060941
Indonesia,SEA,258162113,"East, South and South-East Asia",A,933303.21,855522.1,77781.11,97.14,97.14,97.14,63066,700733.3333,0.09,60358,683733.3333,0.08827710608,2708,17000,0.16,500000,21476.0873086539,44138.55304,3436.173969,503.6942489,27.39506296,207.9178827,0.7763199485,3.964764342,340.6296778,119.0905428,55.14078351,220.7621156,396.9305298,6.922848002,1883.224776,,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,Hungary,1725.244,Iceland,1.631419,,Lao People's Democratic Republic,,222,,,,Thailand,87,93,87,2015,,Kyrgyzstan,26 [21-33],2 109,0.26,2109,425.07600392390583,27.395062957425026,51.70954219607418,0.77631994850729,3.9647643424454597,57.33335625708386,4.491544463122102,293.68257772618375,72.29939964554583,352.0568003434529,6.922848001585241,1295.7082198053315
Iran,EMR,79360487,Middle East and North Africa,A,26412.29509,26382.84,29.45509,97.14,97.14,97.14,,,0.3637163359,,,0,,,,59000,4052.13346,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,The Former Yugoslav Republic of Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,Iceland,59.17611,India,1052274,,Latvia,100,36,0.95,,,Trinidad and Tobago,90,100,90,2015,,Lao People's Democratic Republic,No data,3 879,,3879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iraq,EMR,36115649,Middle East and North Africa,A,6002.31,4860.863,1141.447,97.14,97.14,97.14,,,0,,,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,India,5770929,Indonesia,77781.11,,Lebanon,,5,,,,Tunisia,79,,,2015,,Latvia,20 [18-23],1 388,0.2,1388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,EUR,4676835,Europe and Central Asia,A,664.84509,642.5257,22.31939,97.14,97.14,97.14,,,0,,,0,,,,444217.4942,595.9015166,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Togo,,,,,,,,,,,,,,,,,,,,,,,,,Indonesia,855522.1,Iran,29.45509,,Lesotho,13000,7466,0.56,,,Uganda,78,80,77,2015,,Lebanon,37 [32-42],890,0.37,890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel,EUR,8380100,Middle East and North Africa,A,1917.3626,1712.951,204.4116,97.14,97.14,97.14,,,0,,,0,,,,795962.873,1067.755073,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Tonga,,,,,,,,,,,,,,,,,,,,,,,,,Iran,26382.84,Iraq,1141.447,,Liberia,3900,389,0.1,,,Ukraine,86,,,2015,,Lesotho,42 [38-45],129 127,0.42,129127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
